type,name,res_id,src,value,fuzzy
field,"account.fiscalyear,state",0,State,,0
field,"account.fiscalyear-account.move.line,fiscalyear",0,Fiscal Year,,0
field,"account.fiscalyear-account.move.line,line",0,Line,Regel,0
field,"account.fiscalyear-account.move.line,rec_name",0,Name,Naam,0
field,"account.fiscalyear.close_fiscalyear.init,close_fiscalyear",0,Fiscal Year to close,,0
field,"account.journal,active",0,Active,,0
field,"account.journal,centralised",0,Centralised counterpart,,0
field,"account.journal,code",0,Code,Code,0
field,"account.journal,credit_account",0,Default Credit Account,Standaard Credit Rekening,0
field,"account.journal,debit_account",0,Default Debit Account,Standaard Debit Rekening,0
field,"account.journal,name",0,Name,Naam,0
field,"account.journal,rec_name",0,Name,Naam,0
field,"account.journal,sequence",0,Sequence,Volgnummer,0
field,"account.journal,type",0,Type,,0
field,"account.journal,update_posted",0,Allow cancelling moves,,0
field,"account.journal,view",0,View,,0
field,"account.journal.period,active",0,Active,,0
field,"account.journal.period,icon",0,Icon,,0
field,"account.journal.period,journal",0,Journal,Dagboek,0
field,"account.journal.period,name",0,Name,Naam,0
field,"account.journal.period,period",0,Period,Periode,0
field,"account.journal.period,rec_name",0,Name,Naam,0
field,"account.journal.period,state",0,State,,0
field,"account.journal.type,code",0,Code,Code,0
field,"account.journal.type,name",0,Name,Naam,0
field,"account.journal.type,rec_name",0,Name,Naam,0
field,"account.journal.view,columns",0,Columns,,0
field,"account.journal.view,name",0,Name,Naam,0
field,"account.journal.view,rec_name",0,Name,Naam,0
field,"account.journal.view.column,field",0,Field,,0
field,"account.journal.view.column,name",0,Name,Naam,0
field,"account.journal.view.column,readonly",0,Readonly,,0
field,"account.journal.view.column,rec_name",0,Name,Naam,0
field,"account.journal.view.column,required",0,Required,,0
field,"account.journal.view.column,sequence",0,Sequence,Volgnummer,0
field,"account.journal.view.column,view",0,View,,0
field,"account.move,centralised_line",0,Centralised Line,,0
field,"account.move,date",0,Effective Date,,0
field,"account.move,journal",0,Journal,Dagboek,0
field,"account.move,lines",0,Lines,Regels,0
field,"account.move,name",0,Name,Naam,0
field,"account.move,period",0,Period,Periode,0
field,"account.move,post_date",0,Post Date,,0
field,"account.move,rec_name",0,Name,Naam,0
field,"account.move,reference",0,Reference,Referentie,0
field,"account.move,state",0,State,,0
field,"account.move.line,account",0,Account,,0
field,"account.move.line,active",0,Active,,0
field,"account.move.line,amount_second_currency",0,Amount Second Currency,,0
field,"account.move.line,credit",0,Credit,Credit,0
field,"account.move.line,currency_digits",0,Currency Digits,,0
field,"account.move.line,date",0,Effective Date,,0
field,"account.move.line,debit",0,Debit,Debet,0
field,"account.move.line,journal",0,Journal,Dagboek,0
field,"account.move.line,maturity_date",0,Maturity Date,,0
field,"account.move.line,move",0,Move,,0
field,"account.move.line,move_state",0,Move State,,0
field,"account.move.line,name",0,Name,Naam,0
field,"account.move.line,party",0,Party,Relatie,0
field,"account.move.line,period",0,Period,Periode,0
field,"account.move.line,rec_name",0,Name,Naam,0
field,"account.move.line,reconciliation",0,Reconciliation,Aflettering,0
field,"account.move.line,reference",0,Reference,Referentie,0
field,"account.move.line,second_currency",0,Second Currency,,0
field,"account.move.line,second_currency_digits",0,Second Currency Digits,,0
field,"account.move.line,state",0,State,,0
field,"account.move.line,tax_lines",0,Tax Lines,,0
field,"account.move.open_journal.ask,journal",0,Journal,Dagboek,0
field,"account.move.open_journal.ask,period",0,Period,Periode,0
field,"account.move.open_reconcile_lines.init,account",0,Account,,0
field,"account.move.print_general_journal.init,company",0,Company,Bedrijf,0
field,"account.move.print_general_journal.init,from_date",0,From Date,,0
field,"account.move.print_general_journal.init,posted",0,Posted Move,,0
field,"account.move.print_general_journal.init,to_date",0,To Date,,0
field,"account.move.reconcile_lines.writeoff,account",0,Account,,0
field,"account.move.reconcile_lines.writeoff,date",0,Date,Datum,0
field,"account.move.reconcile_lines.writeoff,journal",0,Journal,Dagboek,0
field,"account.move.reconciliation,lines",0,Lines,Regels,0
field,"account.move.reconciliation,name",0,Name,Naam,0
field,"account.move.reconciliation,rec_name",0,Name,Naam,0
field,"account.period,code",0,Code,Code,0
field,"account.period,end_date",0,Ending Date,Einddatum,0
field,"account.period,fiscalyear",0,Fiscal Year,,0
field,"account.period,name",0,Name,Naam,0
field,"account.period,post_move_sequence",0,Post Move Sequence,,0
field,"account.period,rec_name",0,Name,Naam,0
field,"account.period,start_date",0,Starting Date,,0
field,"account.period,state",0,State,,0
field,"account.period,type",0,Type,,0
field,"account.tax,active",0,Active,,0
field,"account.tax,amount",0,Amount,,0
field,"account.tax,childs",0,Children,,0
field,"account.tax,company",0,Company,Bedrijf,0
field,"account.tax,credit_note_account",0,Credit Note Account,Credit Nota Account,0
field,"account.tax,credit_note_base_code",0,Credit Note Base Code,Credit Nota Basis Code,0
field,"account.tax,credit_note_base_sign",0,Credit Note Base Sign,Credit Nota Basis Teken,0
field,"account.tax,credit_note_tax_code",0,Credit Note Tax Code,Credit Nota Belasting Code,0
field,"account.tax,credit_note_tax_sign",0,Credit Note Tax Sign,Credit Nota Belasting Teken,0
field,"account.tax,currency_digits",0,Currency Digits,,0
field,"account.tax,description",0,Description,Omschrijving,0
field,"account.tax,group",0,Group,Groep,0
field,"account.tax,invoice_account",0,Invoice Account,Factuur Rekening,0
field,"account.tax,invoice_base_code",0,Invoice Base Code,Factuur Basis Code,0
field,"account.tax,invoice_base_sign",0,Invoice Base Sign,Factuur Basis Teken,0
field,"account.tax,invoice_tax_code",0,Invoice Tax Code,Factuur Belasting Code,0
field,"account.tax,invoice_tax_sign",0,Invoice Tax Sign,Factuur Belasting Teken,0
field,"account.tax,name",0,Name,Naam,0
field,"account.tax,parent",0,Parent,Bovenliggend,0
field,"account.tax,percentage",0,Percentage,,0
field,"account.tax,rec_name",0,Name,Naam,0
field,"account.tax,sequence",0,Sequence,Volgnummer,0
field,"account.tax,template",0,Template,,0
field,"account.tax,type",0,Type,,0
field,"account.tax.code,active",0,Active,,0
field,"account.tax.code,childs",0,Children,,0
field,"account.tax.code,code",0,Code,Code,0
field,"account.tax.code,company",0,Company,Bedrijf,0
field,"account.tax.code,currency_digits",0,Currency Digits,,0
field,"account.tax.code,description",0,Description,Omschrijving,0
field,"account.tax.code,name",0,Name,Naam,0
field,"account.tax.code,parent",0,Parent,Bovenliggend,0
field,"account.tax.code,rec_name",0,Name,Naam,0
field,"account.tax.code,sum",0,Sum,,0
field,"account.tax.code,template",0,Template,,0
field,"account.tax.code.template,account",0,Account Template,,0
field,"account.tax.code.template,childs",0,Children,,0
field,"account.tax.code.template,code",0,Code,Code,0
field,"account.tax.code.template,description",0,Description,Omschrijving,0
field,"account.tax.code.template,name",0,Name,Naam,0
field,"account.tax.code.template,parent",0,Parent,Bovenliggend,0
field,"account.tax.code.template,rec_name",0,Name,Naam,0
field,"account.tax.group,code",0,Code,Code,0
field,"account.tax.group,name",0,Name,Naam,0
field,"account.tax.group,rec_name",0,Name,Naam,0
field,"account.tax.line,amount",0,Amount,,0
field,"account.tax.line,code",0,Code,Code,0
field,"account.tax.line,currency_digits",0,Currency Digits,,0
field,"account.tax.line,move_line",0,Move Line,,0
field,"account.tax.line,rec_name",0,Name,Naam,0
field,"account.tax.line,tax",0,Tax,,0
field,"account.tax.open_chart_code.init,fiscalyear",0,Fiscal Year,,0
field,"account.tax.open_chart_code.init,method",0,Method,,0
field,"account.tax.open_chart_code.init,periods",0,Periods,Periodes,0
field,"account.tax.rule,company",0,Company,Bedrijf,0
field,"account.tax.rule,lines",0,Lines,Regels,0
field,"account.tax.rule,name",0,Name,Naam,0
field,"account.tax.rule,rec_name",0,Name,Naam,0
field,"account.tax.rule,template",0,Template,,0
field,"account.tax.rule.line,group",0,Tax Group,,0
field,"account.tax.rule.line,origin_tax",0,Original Tax,,0
field,"account.tax.rule.line,rec_name",0,Name,Naam,0
field,"account.tax.rule.line,rule",0,Rule,,0
field,"account.tax.rule.line,sequence",0,Sequence,Volgnummer,0
field,"account.tax.rule.line,tax",0,Substitution Tax,,0
field,"account.tax.rule.line,template",0,Template,,0
field,"account.tax.rule.line.template,group",0,Tax Group,,0
field,"account.tax.rule.line.template,origin_tax",0,Original Tax,,0
field,"account.tax.rule.line.template,rec_name",0,Name,Naam,0
field,"account.tax.rule.line.template,rule",0,Rule,,0
field,"account.tax.rule.line.template,sequence",0,Sequence,Volgnummer,0
field,"account.tax.rule.line.template,tax",0,Substitution Tax,,0
field,"account.tax.rule.template,account",0,Account Template,,0
field,"account.tax.rule.template,lines",0,Lines,Regels,0
field,"account.tax.rule.template,name",0,Name,Naam,0
field,"account.tax.rule.template,rec_name",0,Name,Naam,0
field,"account.tax.template,account",0,Account Template,,0
field,"account.tax.template,amount",0,Amount,,0
field,"account.tax.template,childs",0,Children,,0
field,"account.tax.template,credit_note_account",0,Credit Note Account,Credit Nota Account,0
field,"account.tax.template,credit_note_base_code",0,Credit Note Base Code,Credit Nota Basis Code,0
field,"account.tax.template,credit_note_base_sign",0,Credit Note Base Sign,Credit Nota Basis Teken,0
field,"account.tax.template,credit_note_tax_code",0,Credit Note Tax Code,Credit Nota Belasting Code,0
field,"account.tax.template,credit_note_tax_sign",0,Credit Note Tax Sign,Credit Nota Belasting Teken,0
field,"account.tax.template,description",0,Description,Omschrijving,0
field,"account.tax.template,group",0,Group,Groep,0
field,"account.tax.template,invoice_account",0,Invoice Account,Factuur Rekening,0
field,"account.tax.template,invoice_base_code",0,Invoice Base Code,Factuur Basis Code,0
field,"account.tax.template,invoice_base_sign",0,Invoice Base Sign,Factuur Basis Teken,0
field,"account.tax.template,invoice_tax_code",0,Invoice Tax Code,Factuur Belasting Code,0
field,"account.tax.template,invoice_tax_sign",0,Invoice Tax Sign,Factuur Belasting Teken,0
field,"account.tax.template,name",0,Name,Naam,0
field,"account.tax.template,parent",0,Parent,Bovenliggend,0
field,"account.tax.template,percentage",0,Percentage,,0
field,"account.tax.template,rec_name",0,Name,Naam,0
field,"account.tax.template,sequence",0,Sequence,Volgnummer,0
field,"account.tax.template,type",0,Type,,0
field,"party.party,account_payable",0,Account Payable,,0
field,"party.party,account_receivable",0,Account Receivable,,0
field,"party.party,customer_tax_rule",0,Customer Tax Rule,,0
field,"party.party,payable",0,Payable,,0
field,"party.party,payable_today",0,Payable Today,,0
field,"party.party,receivable",0,Receivable,,0
field,"party.party,receivable_today",0,Receivable Today,,0
field,"party.party,supplier_tax_rule",0,Supplier Tax Rule,,0
help,"account.account,reconcile",0,"Allow move lines of this account 
to be reconciled.",,0
help,"account.account,second_currency",0,"Force all moves for this account 
to have this secondary currency.",,0
help,"account.account,taxes",0,"Default tax for manual encoding of move lines 
for journal types: ""expense"" and ""revenue""",,0
help,"account.account.open_aged_balance.init,posted",0,Show only posted move,,0
help,"account.account.open_balance_sheet.init,posted",0,Show only posted move,,0
help,"account.account.open_chart_account.init,fiscalyear",0,Leave empty for all open fiscal year,,0
help,"account.account.open_chart_account.init,posted",0,Show only posted move,,0
help,"account.account.open_income_statement.init,posted",0,Show only posted move,,0
help,"account.account.open_third_party_balance.init,posted",0,Show only posted move,,0
help,"account.account.print_general_ledger.init,empty_account",0,With account without move,,0
help,"account.account.print_general_ledger.init,posted",0,Show only posted move,,0
help,"account.account.print_trial_balance.init,empty_account",0,With account without move,,0
help,"account.account.print_trial_balance.init,posted",0,Show only posted move,,0
help,"account.account.type,sequence",0,Use to order the account type,,0
help,"account.move,reference",0,Also known as Folio Number,,0
help,"account.move.line,amount_second_currency",0,The amount expressed in a second currency,,0
help,"account.move.line,maturity_date",0,"This field is used for payable and receivable lines. 
You can put the limit date for the payment.",,0
help,"account.move.line,second_currency",0,The second currency,,0
help,"account.move.print_general_journal.init,posted",0,Show only posted move,,0
help,"account.tax,amount",0,In company's currency,,0
help,"account.tax,credit_note_base_sign",0,Usualy 1 or -1,,0
help,"account.tax,credit_note_tax_sign",0,Usualy 1 or -1,,0
help,"account.tax,description",0,The name that will be used in reports,,0
help,"account.tax,invoice_base_sign",0,Usualy 1 or -1,,0
help,"account.tax,invoice_tax_sign",0,Usualy 1 or -1,,0
help,"account.tax,percentage",0,In %,,0
help,"account.tax,sequence",0,Use to order the taxes,,0
help,"account.tax.open_chart_code.init,fiscalyear",0,Leave empty for all open fiscal year,,0
help,"account.tax.open_chart_code.init,periods",0,Leave empty for all periods of all open fiscal year,,0
help,"account.tax.rule.line,origin_tax",0,"If the original tax is filled, the rule will be applied only for this tax.",,0
help,"account.tax.rule.line.template,origin_tax",0,"If the original tax template is filled, the rule will be applied only for this tax template.",,0
help,"party.party,customer_tax_rule",0,Apply this rule on taxes when party is customer.,,0
help,"party.party,supplier_tax_rule",0,Apply this rule on taxes when party is supplier.,,0
model,"account.account,name",0,Account,,0
model,"account.account-account.tax,name",0,Account - Tax,,0
model,"account.account.create_chart_account.account,name",0,Create Chart Account Account,Maak Rekeningschema aan Rekening,0
model,"account.account.create_chart_account.init,name",0,Create Chart Account Init,Maak Rekeningschema aan Start,0
model,"account.account.create_chart_account.properties,name",0,Create Chart Account Properties,Maak Rekeningschema aan Eigenschappen,0
model,"account.account.deferral,name",0,Account Deferral,,0
model,"account.account.open_aged_balance.init,name",0,Open Aged Balance Init,,0
model,"account.account.open_balance_sheet.init,name",0,Open Balance Sheet Init,,0
model,"account.account.open_chart_account.init,name",0,Open Chart Account Init,,0
model,"account.account.open_income_statement.init,name",0,Open Income Statement Init,,0
model,"account.account.open_third_party_balance.init,name",0,Open Third Party Balance Init,,0
model,"account.account.print_general_ledger.init,name",0,Print General Ledger,,0
model,"account.account.print_trial_balance.init,name",0,Print Trial Balance Init,,0
model,"account.account.template,name",a_1100,ABN-AMRO bank,,0
model,"account.account.template,name",a_086,AFLOSSINGEN,,0
model,"account.account.template,name",a_48,AFSCHRIJVINGEN,,0
model,"account.account.template,name",a_46,ALGEMENE KOSTEN,,0
model,"account.account.template,name",a_0520,Aandeel inkoopcombinatie,,0
model,"account.account.template,name",a_0600,Aandelenkapitaal,,0
model,"account.account.template,name",a_4890,Aanhangwagens,,0
model,"account.account.template,name",a_4833,Aankoopkosten,,0
model,"account.account.template,name",a_4811,Aanloopkosten,,0
model,"account.account.template,name",a_0320,Aanschafwaarde Aanhangwagens,,0
model,"account.account.template,name",a_0020,Aanschafwaarde Aanloopkosten,,0
model,"account.account.template,name",a_0135,Aanschafwaarde Aanloopkosten,,0
model,"account.account.template,name",a_0004,Aanschafwaarde Auteursrechten,,0
model,"account.account.template,name",a_0104,Aanschafwaarde Bedrijfsgebouwen,,0
model,"account.account.template,name",a_0250,Aanschafwaarde Bedrijfsinventaris,,0
model,"account.account.template,name",a_0007,Aanschafwaarde Drankvergunningen,,0
model,"account.account.template,name",a_0252,Aanschafwaarde Fabrieksinventaris,,0
model,"account.account.template,name",a_0102,Aanschafwaarde Gebouwen,,0
model,"account.account.template,name",a_0253,Aanschafwaarde Gereedschappen,,0
model,"account.account.template,name",a_0001,Aanschafwaarde Goodwill,,0
model,"account.account.template,name",a_0131,Aanschafwaarde Grondverbetering,,0
model,"account.account.template,name",a_0321,Aanschafwaarde Heftrucks,,0
model,"account.account.template,name",a_0265,Aanschafwaarde Kantine-inventaris,,0
model,"account.account.template,name",a_0260,Aanschafwaarde Kantoorinventaris,,0
model,"account.account.template,name",a_0261,Aanschafwaarde Kantoormachines,,0
model,"account.account.template,name",a_0100,Aanschafwaarde Landerijen,,0
model,"account.account.template,name",a_0003,Aanschafwaarde Licenties,,0
model,"account.account.template,name",a_0210,Aanschafwaarde Machines 1,,0
model,"account.account.template,name",a_0211,Aanschafwaarde Machines 2,,0
model,"account.account.template,name",a_0212,Aanschafwaarde Machines 3,,0
model,"account.account.template,name",a_0213,Aanschafwaarde Machines 4,,0
model,"account.account.template,name",a_0214,Aanschafwaarde Machines 5,,0
model,"account.account.template,name",a_0251,Aanschafwaarde Magazijninventaris,,0
model,"account.account.template,name",a_0002,Aanschafwaarde Octrooien,,0
model,"account.account.template,name",a_0101,Aanschafwaarde Ondergrond gebouwen,,0
model,"account.account.template,name",a_0010,Aanschafwaarde Ontwikkelingskosten,,0
model,"account.account.template,name",a_0138,Aanschafwaarde Pachtersinvesteringen,,0
model,"account.account.template,name",a_0132,Aanschafwaarde Parkeerplaats,,0
model,"account.account.template,name",a_0310,Aanschafwaarde Personenauto's,,0
model,"account.account.template,name",a_0340,Aanschafwaarde Rijwielen en bromfietsen,,0
model,"account.account.template,name",a_0006,Aanschafwaarde Tonnagevergunningen,,0
model,"account.account.template,name",a_0130,Aanschafwaarde Verbouwingen,,0
model,"account.account.template,name",a_0005,Aanschafwaarde Vergunningen,,0
model,"account.account.template,name",a_0300,Aanschafwaarde Vrachtauto's,,0
model,"account.account.template,name",a_0108,Aanschafwaarde Winkels,,0
model,"account.account.template,name",a_0107,Aanschafwaarde Woon-winkelhuis,,0
model,"account.account.template,name",0,Account Template,,0
model,"account.account.template,name",a_1687,Accountantskosten,,0
model,"account.account.template,name",a_4600,Accountantskosten,,0
model,"account.account.template,name",a_4325,Administratiekosten,,0
model,"account.account.template,name",a_4535,Advertenties,,0
model,"account.account.template,name",a_4605,Advieskosten,,0
model,"account.account.template,name",vat_payable_verlegd,Af te dragen Btw-verlegd,,0
model,"account.account.template,name",a_1665,Afdracht loonheffing,,0
model,"account.account.template,name",a_0370,Afschrijving Aanhangwagens,,0
model,"account.account.template,name",a_0070,Afschrijving Aanloopkosten,,0
model,"account.account.template,name",a_0185,Afschrijving Aanloopkosten,,0
model,"account.account.template,name",a_0054,Afschrijving Auteursrechten,,0
model,"account.account.template,name",a_0154,Afschrijving Bedrijfsgebouwen,,0
model,"account.account.template,name",a_0275,Afschrijving Bedrijfsinventaris,,0
model,"account.account.template,name",a_0057,Afschrijving Drankvergunningen,,0
model,"account.account.template,name",a_0277,Afschrijving Fabrieksinventaris,,0
model,"account.account.template,name",a_0152,Afschrijving Gebouwen,,0
model,"account.account.template,name",a_0278,Afschrijving Gereedschappen,,0
model,"account.account.template,name",a_0051,Afschrijving Goodwill,,0
model,"account.account.template,name",a_0181,Afschrijving Grondverbetering,,0
model,"account.account.template,name",a_0371,Afschrijving Heftrucks,,0
model,"account.account.template,name",a_0290,Afschrijving Kantine-inventaris,,0
model,"account.account.template,name",a_0285,Afschrijving Kantoorinventaris,,0
model,"account.account.template,name",a_0286,Afschrijving Kantoormachines,,0
model,"account.account.template,name",a_0053,Afschrijving Licenties,,0
model,"account.account.template,name",a_0220,Afschrijving Machines 1,,0
model,"account.account.template,name",a_0221,Afschrijving Machines 2,,0
model,"account.account.template,name",a_0222,Afschrijving Machines 3,,0
model,"account.account.template,name",a_0223,Afschrijving Machines 4,,0
